UniverName,Name,Code,Scholarship,Contract,PSchol,PCont,Lang,Type,FirstSub,SecondSub
Jizzax Davlat Pedagogika Instituti,Fizika va astronomiya,5110200,69.2,57.0,37,30,ru,kunduzgi,NaN,NaN
Jizzax Davlat Pedagogika Instituti,Kimyo,5110300,72.8,60.0,39,32,ru,kunduzgi,Kimyo,Matematika
Jizzax Davlat Pedagogika Instituti,Maktabgacha ta’lim,5111800,69.5,63.1,37,33,ru,kunduzgi,Biologiya,Ona tili
Jizzax Davlat Pedagogika Instituti,Matematika va informatika,5110100,75.6,63.1,40,33,ru,kunduzgi,Matematika,Fizika
Jizzax Davlat Pedagogika Instituti,Ona tili va adabiyot: rus tili va adabiyoti,5111301,92.0,79.0,49,42,ru,kunduzgi,NaN,NaN
Jizzax Davlat Pedagogika Instituti,O‘zga tilli guruhlarda rus tili (o‘zbek guruhlari uchun),5112501,128.9,109.6,69,58,ru,kunduzgi,NaN,NaN
Jizzax Davlat Pedagogika Instituti,Tarix,5110600,101.6,72.5,54,38,ru,kunduzgi,Tarix,Geografiya
Jizzax Davlat Pedagogika Instituti,Xorijiy til va adabiyoti: ingliz tili,5111400,148.7,132.9,79,71,ru,kunduzgi,Ona tili,Chet tili
Jizzax Politexnika Instituti,Bino va inshootlar qurilishi (turlari bo‘yicha),5340200,72.3,62.7,38,33,ru,kunduzgi,Matematika,Fizika
Jizzax Politexnika Instituti,Elektr energetikasi (tarmoqlar va yo‘nalishlar bo‘yicha),5310200,75.8,65.9,40,35,ru,kunduzgi,Matematika,Fizika
Jizzax Politexnika Instituti,Kimyoviy texnologiya (ishlab chiqarish turlari bo‘yicha),5320400,69.2,59.9,37,32,ru,kunduzgi,Kimyo,Matematika
Jizzax Politexnika Instituti,Menejment (tarmoqlar va sohalar bo‘yicha),5230200,134.7,109.6,72,58,ru,kunduzgi,Matematika,Chet tili
Jizzax Politexnika Instituti,"Qurilish materiallari, buyumlari va konstruksiyalarini ishlab chiqarish",5340500,78.7,59.9,42,32,ru,kunduzgi,Matematika,Fizika
Jizzax Politexnika Instituti,Radioelektron qurilmalar va tizimlar (tarmoqlar bo‘yicha),5350700,69.4,62.8,37,33,ru,kunduzgi,Matematika,Fizika
Jizzax Politexnika Instituti,Transport logistikasi (transport turlari bo‘yicha),5620100,75.9,60.1,40,32,ru,kunduzgi,Matematika,Fizika
Jizzax Politexnika Instituti,Transport vositalari muhandisligi (turlari bo‘yicha),5310600,69.4,60.1,37,32,ru,kunduzgi,Matematika,Fizika
Jizzax Politexnika Instituti,Yengil sanoat buyumlari konstruksiyasini ishlash va texnologiyasi (ishlab chiqarish turlari bo‘yicha),5320900,69.2,59.9,37,32,ru,kunduzgi,Matematika,Fizika
Jizzax Politexnika Instituti,Yo‘l muhandisligi (sohalar va faoliyat turlari bo‘yicha),5340600,69.1,60.0,37,32,ru,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti Jizzax Filiali,Amaliy matematika,5130200,72.6,60.0,39,32,ru,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti Jizzax Filiali,Axborot tizimlari va texnologiyalari (tarmoqlar va sohalar bo‘yicha),5330200,72.5,59.8,38,32,ru,kunduzgi,NaN,NaN
Ozbekiston Milliy Universiteti Jizzax Filiali,Psixologiya: oila psixologiyasi,5210204,72.5,63.0,38,33,ru,kunduzgi,Biologiya,Ona tili
Milliy Rassomlik Va Dizayn Instituti,Menejment (art menejment va galereya ishi),5230207,137.8,122.3,74,65,ru,kunduzgi,Matematika,Chet tili
Milliy Rassomlik Va Dizayn Instituti,Muzeyshunoslik: muzey menejmenti va madaniy turizm,5151902,97.9,88.3,52,47,ru,kunduzgi,Tarix,Ona tili
Milliy Rassomlik Va Dizayn Instituti,"Muzeyshunoslik: muzey predmetlari ekspertizasi, konservatsiyalash va ta’mirlash",5151901,97.7,85.2,52,45,ru,kunduzgi,Tarix,Ona tili
Qoraqalpoq Davlat Universiteti,Amaliy matematika,5130200,148.2,69.3,79,37,ru,kunduzgi,Matematika,Fizika
Qoraqalpoq Davlat Universiteti,Arxitektura (turlari bo‘yicha),5340100,116.3,63.1,62,33,ru,kunduzgi,Matematika,Ona tili
Qoraqalpoq Davlat Universiteti,Axborot xizmati va jamoatchilik bilan aloqalar,5220200,135.8,72.6,73,39,ru,kunduzgi,Ona tili,Chet tili
Qoraqalpoq Davlat Universiteti,Bino va inshootlar qurilishi (turlari bo‘yicha),5340200,132.7,69.3,71,37,ru,kunduzgi,Matematika,Fizika
Qoraqalpoq Davlat Universiteti,Biologiya (turlari bo‘yicha),5140100,123.2,98.1,66,52,ru,kunduzgi,Biologiya,Kimyo
Qoraqalpoq Davlat Universiteti,Buxgalteriya hisobi va audit (tarmoqlar bo‘yicha),5230900,182.7,119.4,98,64,ru,kunduzgi,Matematika,Chet tili
Qoraqalpoq Davlat Universiteti,"Elektr texnikasi, elektr mexanikasi va elektr texnologiyalari (tarmoqlar bo‘yicha)",5310700,138.2,60.1,74,32,ru,kunduzgi,Matematika,Fizika
Qoraqalpoq Davlat Universiteti,Filologiya va tillarni o‘qitish: ingliz tili,5120112,173.4,151.6,93,81,ru,kunduzgi,Chet tili,Ona tili
Qoraqalpoq Davlat Universiteti,Filologiya va tillarni o‘qitish: rus tili,5120102,154.1,109.9,82,59,ru,kunduzgi,NaN,NaN
Qoraqalpoq Davlat Universiteti,Fizika,5140200,84.9,60.2,45,32,ru,kunduzgi,Matematika,Fizika
Qoraqalpoq Davlat Universiteti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,182.7,128.5,98,69,ru,kunduzgi,Matematika,Chet tili
Qoraqalpoq Davlat Universiteti,Kimyo (turlari bo‘yicha),5140500,78.3,59.9,42,32,ru,kunduzgi,Kimyo,Matematika
Qoraqalpoq Davlat Universiteti,Matematika,5130100,154.5,79.1,83,42,ru,kunduzgi,Matematika,Fizika
Qoraqalpoq Davlat Universiteti,Moliya va moliyaviy texnologiyalar,5230600,185.8,131.7,99,70,ru,kunduzgi,Matematika,Chet tili
Qoraqalpoq Davlat Universiteti,Muhandislik kommunikatsiyalari qurilishi va montaji (turlari bo‘yicha),5340400,110.8,63.0,59,33,ru,kunduzgi,Matematika,Fizika
Qoraqalpoq Davlat Universiteti,Psixologiya: amaliy psixologiya,5210203,88.4,66.1,47,35,ru,kunduzgi,Biologiya,Ona tili
Qoraqalpoq Davlat Universiteti,Tarix (mamlakatlar va yo‘nalishlar bo‘yicha),5120300,113.8,75.5,61,40,ru,kunduzgi,Tarix,Geografiya
Qoraqalpoq Davlat Universiteti,Xorijiy til va adabiyoti: ingliz tili,5111400,176.6,161.0,94,86,ru,kunduzgi,Ona tili,Chet tili
Qoraqalpoq Davlat Universiteti,Yengil sanoat buyumlari konstruksiyasini ishlash va texnologiyasi (ishlab chiqarish turlari bo‘yicha),5320900,85.1,60.3,45,32,ru,kunduzgi,Matematika,Fizika
Qoraqalpoq Davlat Universiteti,Yurisprudensiya (faoliyat turlari bo‘yicha),5240101,185.8,157.1,99,84,ru,kunduzgi,Tarix,Chet tili
Qarshi Davlat Universiteti,Boshlang‘ich ta’lim,5111700,95.0,76.2,51,40,ru,kunduzgi,Matematika,Ona tili
Qarshi Davlat Universiteti,Maktabgacha ta’lim,5111800,72.4,66.2,38,35,ru,kunduzgi,Biologiya,Ona tili
Qarshi Davlat Universiteti,Matematika,5130100,69.1,59.9,37,32,ru,kunduzgi,Matematika,Fizika
Qarshi Davlat Universiteti,O‘zga tilli guruhlarda rus tili (o‘zbek guruhlari uchun),5112501,144.4,116.1,77,62,ru,kunduzgi,NaN,NaN
Qarshi Davlat Universiteti,Xorijiy til va adabiyoti: ingliz tili,5111400,154.8,133.2,83,71,ru,kunduzgi,Ona tili,Chet tili
Qarshi Muhandislik Iqtisodiyot Instituti,Elektr energetikasi (tarmoqlar va yo‘nalishlar bo‘yicha),5310200,82.0,62.9,44,33,ru,kunduzgi,Matematika,Fizika
Qarshi Muhandislik Iqtisodiyot Instituti,Energetika (tarmoqlar bo‘yicha),5310100,76.0,62.7,40,33,ru,kunduzgi,Matematika,Fizika
Qarshi Muhandislik Iqtisodiyot Instituti,Neft va gaz ishi (faoliyat turlari bo‘yicha),5311900,78.6,65.8,42,35,ru,kunduzgi,Matematika,Fizika
Qarshi Muhandislik Iqtisodiyot Instituti,Texnologik mashinalar va jihozlar (tarmoqlar bo‘yicha),5320300,69.2,62.8,37,33,ru,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Qarshi Filiali,Dasturiy injiniring,5330600,89.0,63.7,47,34,ru,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Qarshi Filiali,Kompyuter injiniringi: AT-Servis,5330502,88.6,66.3,47,35,ru,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Qarshi Filiali,Kompyuter injiniringi: “Kompyuter injiniringi”,5330501,85.8,66.1,46,35,ru,kunduzgi,Matematika,Fizika
Qoqon Davlat Pedagogika Instituti,Boshlang‘ich ta’lim,5111700,104.3,72.9,56,39,ru,kunduzgi,Matematika,Ona tili
Qoqon Davlat Pedagogika Instituti,Maktabgacha ta’lim,5111800,81.7,66.3,43,35,ru,kunduzgi,Biologiya,Ona tili
Qoqon Davlat Pedagogika Instituti,Matematika va informatika,5110100,85.3,66.0,45,35,ru,kunduzgi,Matematika,Fizika
Qoqon Davlat Pedagogika Instituti,Ona tili va adabiyot: rus tili va adabiyoti,5111301,116.4,91.0,62,48,ru,kunduzgi,NaN,NaN
Qoqon Davlat Pedagogika Instituti,O‘zga tilli guruhlarda rus tili (o‘zbek guruhlari uchun),5112501,150.7,110.1,81,59,ru,kunduzgi,NaN,NaN
Qoqon Davlat Pedagogika Instituti,Tarix,5110600,91.6,69.7,49,37,ru,kunduzgi,Tarix,Geografiya
Qoqon Davlat Pedagogika Instituti,Xorijiy til va adabiyoti: ingliz tili,5111400,161.0,142.5,86,76,ru,kunduzgi,Ona tili,Chet tili
Toshkent Davlat Texnika Universiteti Qo Qon Filiali,"Elektr texnikasi, elektr mexanikasi va elektr texnologiyalari (tarmoqlar bo‘yicha)",5310700,69.0,59.7,37,32,ru,kunduzgi,Matematika,Fizika
Toshkent Davlat Texnika Universiteti Qo Qon Filiali,Texnologik mashinalar va jihozlar (tarmoqlar bo‘yicha),5320300,75.7,62.7,40,33,ru,kunduzgi,Matematika,Fizika
Toshkent Pediatriya Tibbiyot Institutining Nukus Filiali,Farmatsiya (turlari bo‘yicha),5510500,138.4,88.1,74,47,ru,kunduzgi,Biologiya,Kimyo
Toshkent Pediatriya Tibbiyot Institutining Nukus Filiali,Stomatologiya (yo‘nalishlar bo‘yicha),5510400,170.1,123.2,91,66,ru,kunduzgi,Biologiya,Kimyo
Toshkent Pediatriya Tibbiyot Institutining Nukus Filiali,Tibbiy profilaktika ishi,5510300,141.8,75.4,76,40,ru,kunduzgi,Biologiya,Kimyo
Toshkent Pediatriya Tibbiyot Institutining Nukus Filiali,Tibbiy-biologik ish,5510900,97.8,72.2,52,38,ru,kunduzgi,Biologiya,Kimyo
Toshkent Pediatriya Tibbiyot Institutining Nukus Filiali,Xalq tabobati,5511100,84.9,69.3,45,37,ru,kunduzgi,Biologiya,Kimyo
Navoiy Davlat Konchilik Instituti,Elektr energetikasi (tarmoqlar va yo‘nalishlar bo‘yicha),5310200,82.0,62.7,44,33,ru,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,Konchilik elektr mexanikasi,5312200,78.6,59.8,42,32,ru,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,Konchilik ishi (faoliyat turlari bo‘yicha),5311600,72.4,63.4,38,34,ru,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,"Mashinasozlik texnologiyasi, mashinasozlik ishlab chiqarishini jihozlash va avtomatlashtirish",5320200,104.4,65.0,56,34,ru,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,Metallurgiya,5310300,75.6,63.1,40,33,ru,kunduzgi,Kimyo,Matematika
Navoiy Davlat Konchilik Instituti,Texnologik jarayonlar va ishlab chiqarishni avtomatlashtirish va boshqarish (tarmoqlar bo‘yicha),5311000,78.8,62.7,42,33,ru,kunduzgi,Matematika,Fizika
Navoiy Davlat Konchilik Instituti,Texnologik mashinalar va jihozlar (tarmoqlar bo‘yicha),5320300,78.9,63.1,42,33,ru,kunduzgi,Matematika,Fizika
Navoiy Davlat Pedagogika Instituti,Boshlang‘ich ta’lim,5111700,85.5,76.2,45,40,ru,kunduzgi,Matematika,Ona tili
Navoiy Davlat Pedagogika Instituti,Fizika va astronomiya,5110200,68.9,59.5,37,31,ru,kunduzgi,NaN,NaN
Navoiy Davlat Pedagogika Instituti,Geografiya va iqtisodiy bilim asoslari,5110500,69.2,59.7,37,32,ru,kunduzgi,Matematika,Geografiya
Navoiy Davlat Pedagogika Instituti,Kimyo,5110300,72.9,60.0,39,32,ru,kunduzgi,Kimyo,Matematika
Navoiy Davlat Pedagogika Instituti,Maktabgacha ta’lim,5111800,84.9,69.1,45,37,ru,kunduzgi,Biologiya,Ona tili
Navoiy Davlat Pedagogika Instituti,Matematika va informatika,5110100,81.8,62.8,43,33,ru,kunduzgi,Matematika,Fizika
Navoiy Davlat Pedagogika Instituti,Ona tili va adabiyot: rus tili va adabiyoti,5111301,110.9,79.1,59,42,ru,kunduzgi,NaN,NaN
Navoiy Davlat Pedagogika Instituti,O‘zga tilli guruhlarda rus tili (o‘zbek guruhlari uchun),5112501,129.1,107.3,69,57,ru,kunduzgi,NaN,NaN
Navoiy Davlat Pedagogika Instituti,Xorijiy til va adabiyoti: ingliz tili,5111400,151.6,138.9,81,74,ru,kunduzgi,Ona tili,Chet tili
Namangan Davlat Universiteti,Biologiya (turlari bo‘yicha),5140100,113.6,85.5,61,45,ru,kunduzgi,Biologiya,Kimyo
Namangan Davlat Universiteti,Boshlang‘ich ta’lim,5111700,104.1,76.2,55,40,ru,kunduzgi,Matematika,Ona tili
Namangan Davlat Universiteti,Filologiya va tillarni o‘qitish: rus tili,5120102,157.3,122.8,84,66,ru,kunduzgi,NaN,NaN
Namangan Davlat Universiteti,Fizika,5140200,69.3,57.1,37,30,ru,kunduzgi,Matematika,Fizika
Namangan Davlat Universiteti,Kimyo (turlari bo‘yicha),5140500,72.4,60.1,38,32,ru,kunduzgi,Kimyo,Matematika
Namangan Davlat Universiteti,Maktabgacha ta’lim,5111800,84.9,66.0,45,35,ru,kunduzgi,Biologiya,Ona tili
Namangan Davlat Universiteti,Matematika,5130100,122.8,72.4,66,38,ru,kunduzgi,Matematika,Fizika
Namangan Davlat Universiteti,O‘zga tilli guruhlarda rus tili (o‘zbek guruhlari uchun),5112501,138.5,106.8,74,57,ru,kunduzgi,NaN,NaN
Namangan Davlat Universiteti,Pedagogika va psixologiya,5110900,90.9,66.2,48,35,ru,kunduzgi,Biologiya,Ona tili
Namangan Davlat Universiteti,Tarix (mamlakatlar va yo‘nalishlar bo‘yicha),5120300,104.5,76.0,56,40,ru,kunduzgi,Tarix,Geografiya
Namangan Davlat Universiteti,Xorijiy til va adabiyoti: ingliz tili,5111400,170.4,151.8,91,81,ru,kunduzgi,Ona tili,Chet tili
Namangan Muhandislik Pedagogika Instituti,Axborot tizimlari va texnologiyalari (tarmoqlar va sohalar bo‘yicha),5330200,82.0,63.1,44,33,ru,kunduzgi,NaN,NaN
Namangan Muhandislik Pedagogika Instituti,Bino va inshootlar qurilishi (turlari bo‘yicha),5340200,72.7,63.0,39,33,ru,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Elektr energetikasi (tarmoqlar va yo‘nalishlar bo‘yicha),5310200,75.8,63.2,40,33,ru,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,Muhandislik kommunikatsiyalari qurilishi va montaji (turlari bo‘yicha),5340400,75.9,59.7,40,32,ru,kunduzgi,Matematika,Fizika
Namangan Muhandislik Pedagogika Instituti,"Qurilish materiallari, buyumlari va konstruksiyalarini ishlab chiqarish",5340500,69.3,59.8,37,32,ru,kunduzgi,Matematika,Fizika
Namangan Muhandislik Texnologiya Instituti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,163.4,125.5,87,67,ru,kunduzgi,Matematika,Chet tili
Namangan Muhandislik Texnologiya Instituti,Texnologik mashinalar va jihozlar (tarmoqlar bo‘yicha),5320300,75.5,63.2,40,33,ru,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Agrokimyo va agrotuproqshunoslik,5410100,101.5,78.4,54,42,ru,kunduzgi,Biologiya,Kimyo
Ozbekiston Milliy Universiteti,Amaliy matematika,5130200,129.4,76.1,69,40,ru,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Axborot tizimlari va texnologiyalari (tarmoqlar va sohalar bo‘yicha),5330200,110.9,69.3,59,37,ru,kunduzgi,NaN,NaN
Ozbekiston Milliy Universiteti,Axborot xizmati va jamoatchilik bilan aloqalar,5220200,104.2,72.8,56,39,ru,kunduzgi,Ona tili,Chet tili
Ozbekiston Milliy Universiteti,Biologiya (turlari bo‘yicha),5140100,123.3,113.5,66,61,ru,kunduzgi,Biologiya,Kimyo
Ozbekiston Milliy Universiteti,Ekologiya va atrof-muhit muhofazasi (tarmoqlar va sohalar bo‘yicha),5630100,75.6,66.2,40,35,ru,kunduzgi,Biologiya,Kimyo
Ozbekiston Milliy Universiteti,Filologiya va tillarni o‘qitish: fransuz tili,5120114,154.5,76.2,83,40,ru,kunduzgi,NaN,NaN
Ozbekiston Milliy Universiteti,Filologiya va tillarni o‘qitish: ingliz tili,5120112,170.4,151.8,91,81,ru,kunduzgi,Chet tili,Ona tili
Ozbekiston Milliy Universiteti,Filologiya va tillarni o‘qitish: nemis tili,5120113,110.8,56.8,59,30,ru,kunduzgi,NaN,NaN
Ozbekiston Milliy Universiteti,Filologiya va tillarni o‘qitish: rus tili,5120102,141.8,122.4,76,65,ru,kunduzgi,NaN,NaN
Ozbekiston Milliy Universiteti,Fizika,5140200,85.3,59.8,45,32,ru,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,"Geodeziya, kartografiya va kadastr (funksiyalari bo‘yicha)",5311500,72.2,59.8,38,32,ru,kunduzgi,Matematika,Geografiya
Ozbekiston Milliy Universiteti,Geografiya,5140600,89.0,60.2,47,32,ru,kunduzgi,Matematika,Geografiya
Ozbekiston Milliy Universiteti,Geologiya (faoliyat sohasi bo‘yicha),5140800,72.4,59.9,38,32,ru,kunduzgi,Matematika,Geografiya
Ozbekiston Milliy Universiteti,Gidrologiya (tarmoqlar bo‘yicha),5141100,69.3,56.8,37,30,ru,kunduzgi,Matematika,Geografiya
Ozbekiston Milliy Universiteti,Ijtimoiy ish: oila va bolalar bilan ishlash,5520102,82.0,59.7,44,32,ru,kunduzgi,Matematika,Chet tili
Ozbekiston Milliy Universiteti,Iqtisodiyot (tarmoqlar va sohalar bo‘yicha),5230100,176.3,144.2,94,77,ru,kunduzgi,Matematika,Chet tili
Ozbekiston Milliy Universiteti,Kimyo (turlari bo‘yicha),5140500,99.9,59.8,53,32,ru,kunduzgi,Kimyo,Matematika
Ozbekiston Milliy Universiteti,Kompyuter ilmlari va dasturlash texnologiyalari (yo‘nalishlar bo‘yicha),5330100,94.9,69.5,51,37,ru,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Matematika,5130100,116.6,79.2,62,42,ru,kunduzgi,Matematika,Fizika
Ozbekiston Milliy Universiteti,Neft va gaz kimyosi,5141300,72.0,59.8,38,32,ru,kunduzgi,Kimyo,Matematika
Ozbekiston Milliy Universiteti,O‘zga tilli guruhlarda rus tili (o‘zbek guruhlari uchun),5112501,132.6,109.7,71,58,ru,kunduzgi,NaN,NaN
Ozbekiston Milliy Universiteti,Psixologiya: amaliy psixologiya,5210203,112.6,91.4,60,49,ru,kunduzgi,Biologiya,Ona tili
Ozbekiston Milliy Universiteti,Psixologiya: oila psixologiyasi,5210204,91.3,78.6,49,42,ru,kunduzgi,Biologiya,Ona tili
Ozbekiston Milliy Universiteti,Psixologiya: yoshlar psixologiyasi,5210205,97.1,81.4,52,43,ru,kunduzgi,Biologiya,Ona tili
Ozbekiston Milliy Universiteti,Sotsiologiya,5210100,90.9,72.3,48,38,ru,kunduzgi,Matematika,Ona tili
Ozbekiston Milliy Universiteti,Tarix (mamlakatlar va yo‘nalishlar bo‘yicha),5120300,120.3,95.2,64,51,ru,kunduzgi,Tarix,Geografiya
Ozbekiston Milliy Universiteti,Tarjima nazariyasi va amaliyoti: ingliz tili,5120201,157.9,151.8,84,81,ru,kunduzgi,Chet tili,Ona tili
Ozbekiston Milliy Universiteti,Xorijiy til va adabiyoti: ingliz tili,5111400,158.0,151.8,84,81,ru,kunduzgi,Ona tili,Chet tili
Nukus Davlat Pedagogika Instituti,Boshlang‘ich ta’lim,5111700,113.8,78.7,61,42,ru,kunduzgi,Matematika,Ona tili
Nukus Davlat Pedagogika Instituti,Defektologiya: logopediya,5111901,97.3,66.0,52,35,ru,kunduzgi,Biologiya,Ona tili
Nukus Davlat Pedagogika Instituti,Fizika va astronomiya,5110200,72.2,59.6,38,32,ru,kunduzgi,NaN,NaN
Nukus Davlat Pedagogika Instituti,Maktabgacha ta’lim,5111800,84.9,65.7,45,35,ru,kunduzgi,Biologiya,Ona tili
Nukus Davlat Pedagogika Instituti,Matematika va informatika,5110100,94.9,63.1,51,33,ru,kunduzgi,Matematika,Fizika
Nukus Davlat Pedagogika Instituti,Ona tili va adabiyot: rus tili va adabiyoti,5111301,106.9,78.7,57,42,ru,kunduzgi,NaN,NaN
Nukus Davlat Pedagogika Instituti,O‘zga tilli guruhlarda o‘zbek tili,5112400,109.5,93.5,58,50,ru,kunduzgi,NaN,NaN
Nukus Davlat Pedagogika Instituti,O‘zga tilli guruhlarda rus tili (o‘zbek guruhlari uchun),5112501,128.7,109.9,69,59,ru,kunduzgi,NaN,NaN
Nukus Davlat Pedagogika Instituti,O‘zga tilli guruhlarda rus tili (qoraqalpoq guruhlari uchun),5112502,109.7,75.4,58,40,ru,kunduzgi,NaN,NaN
Nukus Davlat Pedagogika Instituti,Pedagogika va psixologiya,5110900,91.6,65.9,49,35,ru,kunduzgi,Biologiya,Ona tili
Nukus Davlat Pedagogika Instituti,Tarix,5110600,107.6,69.5,57,37,ru,kunduzgi,Tarix,Geografiya
Nukus Davlat Pedagogika Instituti,Xorijiy til va adabiyoti: ingliz tili,5111400,164.1,145.3,88,78,ru,kunduzgi,Ona tili,Chet tili
Toshkent Axborot Texnologiyalari Universiteti Nukus Filiali,Axborot xavfsizligi (sohalar bo‘yicha),5330300,154.2,76.1,82,40,ru,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Nukus Filiali,Dasturiy injiniring,5330600,141.9,75.5,76,40,ru,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Nukus Filiali,Kompyuter injiniringi: AT-Servis,5330502,148.1,69.6,79,37,ru,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Nukus Filiali,Kompyuter injiniringi: “Kompyuter injiniringi”,5330501,148.0,75.8,79,40,ru,kunduzgi,Matematika,Fizika
Toshkent Axborot Texnologiyalari Universiteti Nukus Filiali,Telekommunikatsiya texnologiyalari (“Telekommunikatsiyalar”),5350101,78.6,69.2,42,37,ru,kunduzgi,Matematika,Fizika
Samarqand Tibbiyot Instituti,Stomatologiya (yo‘nalishlar bo‘yicha),5510400,136.0,123.5,73,66,ru,kunduzgi,Biologiya,Kimyo
Samarqand Tibbiyot Instituti,Tibbiy profilaktika ishi,5510300,81.9,72.4,44,38,ru,kunduzgi,Biologiya,Kimyo
Samarqand Davlat Arxitektura Qurilish Instituti,Arxitektura (turlari bo‘yicha),5340100,94.4,70.0,50,37,ru,kunduzgi,Matematika,Ona tili
Samarqand Davlat Arxitektura Qurilish Instituti,Bino va inshootlar qurilishi (turlari bo‘yicha),5340200,75.7,62.9,40,33,ru,kunduzgi,Matematika,Fizika
Samarqand Davlat Arxitektura Qurilish Instituti,"Geodeziya, kartografiya va kadastr (funksiyalari bo‘yicha)",5311500,72.5,59.7,38,32,ru,kunduzgi,Matematika,Geografiya
Samarqand Davlat Arxitektura Qurilish Instituti,Menejment (tarmoqlar va sohalar bo‘yicha),5230200,122.2,106.6,65,57,ru,kunduzgi,Matematika,Chet tili
Samarqand Davlat Arxitektura Qurilish Instituti,Muhandislik kommunikatsiyalari qurilishi va montaji (turlari bo‘yicha),5340400,78.5,60.0,42,32,ru,kunduzgi,Matematika,Fizika
Samarqand Davlat Arxitektura Qurilish Instituti,"Qurilish materiallari, buyumlari va konstruksiyalarini ishlab chiqarish",5340500,69.5,59.9,37,32,ru,kunduzgi,Matematika,Fizika
Samarqand Davlat Arxitektura Qurilish Instituti,Suv ta’minoti va kanalizatsiya tizimlarini loyihalashtirish va ekspluatatsiyasi,5341200,78.5,62.8,42,33,ru,kunduzgi,Matematika,Fizika
Samarqand Davlat Chet Tillar Instituti,Filologiya va tillarni o‘qitish: fransuz tili,5120114,123.3,60.0,66,32,ru,kunduzgi,NaN,NaN
Samarqand Davlat Chet Tillar Instituti,Filologiya va tillarni o‘qitish: ingliz tili,5120112,173.5,148.7,93,79,ru,kunduzgi,Chet tili,Ona tili
Samarqand Davlat Chet Tillar Instituti,Filologiya va tillarni o‘qitish: ispan tili,5120115,163.7,123.5,88,66,ru,kunduzgi,Ona tili,Chet tili
Samarqand Davlat Chet Tillar Instituti,Filologiya va tillarni o‘qitish: koreys tili,5120104,164.1,123.9,88,66,ru,kunduzgi,NaN,NaN
Samarqand Davlat Chet Tillar Instituti,Filologiya va tillarni o‘qitish: nemis tili,5120113,139.1,63.1,74,33,ru,kunduzgi,NaN,NaN
Samarqand Davlat Chet Tillar Instituti,Filologiya va tillarni o‘qitish: rus tili,5120102,138.1,116.5,74,62,ru,kunduzgi,NaN,NaN
Samarqand Davlat Chet Tillar Instituti,Filologiya va tillarni o‘qitish: xitoy tili,5120108,179.7,127.0,96,68,ru,kunduzgi,Ona tili,Chet tili
Samarqand Davlat Chet Tillar Instituti,Filologiya va tillarni o‘qitish: yapon tili,5120105,139.4,120.1,74,64,ru,kunduzgi,Ona tili,Chet tili
Samarqand Davlat Chet Tillar Instituti,Gid hamrohligi va tarjimonlik faoliyati: ingliz tili,5611501,151.5,136.0,81,73,ru,kunduzgi,Chet tili,Ona tili
Samarqand Davlat Chet Tillar Instituti,Maktabgacha va boshlang‘ich ta’limda xorijiy til (ingliz tili),5112200,154.7,133.0,83,71,ru,kunduzgi,Chet tili,Ona tili
Samarqand Davlat Chet Tillar Instituti,Tarjima nazariyasi va amaliyoti: ingliz tili,5120201,145.3,132.9,78,71,ru,kunduzgi,Chet tili,Ona tili
Samarqand Davlat Chet Tillar Instituti,Xorijiy til va adabiyoti: ingliz tili,5111400,167.1,145.5,89,78,ru,kunduzgi,Ona tili,Chet tili
Samarqand Davlat Universiteti,Amaliy matematika,5130200,88.3,60.0,47,32,ru,kunduzgi,Matematika,Fizika
Samarqand Davlat Universiteti,Biologiya,5110400,107.8,91.8,57,49,ru,kunduzgi,Biologiya,Kimyo
Samarqand Davlat Universiteti,Biologiya (turlari bo‘yicha),5140100,113.8,101.2,61,54,ru,kunduzgi,Biologiya,Kimyo
Samarqand Davlat Universiteti,Boshlang‘ich ta’lim,5111700,126.3,85.4,67,45,ru,kunduzgi,Matematika,Ona tili
Samarqand Davlat Universiteti,Filologiya va tillarni o‘qitish: rus tili,5120102,157.4,113.6,84,61,ru,kunduzgi,NaN,NaN
